content,Sentimen,word_count,char_count,punc_count,processed_reviews,normalized_reviews,tokens,stopword_removed,stemmed_reviews,joined_stemmed_reviews,stopword_removed_custom,stemmed_reviews_custom
Sangat memudahkan untuk para pekerja di sidoarjo-gresik. Masukan kedepannya semoga bisa bayar via e-money / indomaret card / flazz bca.,POSITIF,20,116,6,"['sangat', 'memudahkan', 'untuk', 'para', 'pekerja', 'di', 'sidoarjogresik', 'masukan', 'kedepannya', 'semoga', 'bisa', 'bayar', 'via', 'emoney', 'indomaret', 'card', 'flazz', 'bca']","['sangat', 'memudahkan', 'untuk', 'para', 'pekerja', 'di', 'sidoarjogresik', 'masukan', 'kedepannya', 'semoga', 'bisa', 'bayar', 'via', 'emoney', 'indomaret', 'card', 'flazz', 'bca']","['sangat', 'memudahkan', 'untuk', 'para', 'pekerja', 'di', 'sidoarjogresik', 'masukan', 'kedepannya', 'semoga', 'bisa', 'bayar', 'via', 'emoney', 'indomaret', 'card', 'flazz', 'bca']","['memudahkan', 'pekerja', 'sidoarjogresik', 'masukan', 'kedepannya', 'semoga', 'bayar', 'via', 'emoney', 'indomaret', 'card', 'flazz', 'bca']","['mudah', 'kerja', 'sidoarjogresik', 'masuk', 'depan', 'moga', 'bayar', 'via', 'emoney', 'indomaret', 'card', 'flazz', 'bca']",mudah kerja sidoarjogresik masuk depan moga bayar via emoney indomaret card flazz bca,"['memudahkan', 'pekerja', 'sidoarjogresik', 'masukan', 'kedepannya', 'semoga', 'bayar', 'via', 'emoney', 'indomaret', 'card', 'flazz', 'bca']","['mudah', 'kerja', 'sidoarjogresik', 'masuk', 'depan', 'moga', 'bayar', 'via', 'emoney', 'indomaret', 'card', 'flazz', 'bca']"
Sepertinya belum ada survei krn di lapangan belum siap mengakomodir animo penumpang,NEGATIF,12,72,0,"['sepertinya', 'belum', 'ada', 'survei', 'krn', 'di', 'lapangan', 'belum', 'siap', 'mengakomodir', 'animo', 'penumpang']","['sepertinya', 'belum', 'ada', 'survei', 'karena', 'di', 'lapangan', 'belum', 'siap', 'mengakomodir', 'animo', 'penumpang']","['sepertinya', 'belum', 'ada', 'survei', 'karena', 'di', 'lapangan', 'belum', 'siap', 'mengakomodir', 'animo', 'penumpang']","['survei', 'lapangan', 'mengakomodir', 'animo', 'penumpang']","['survei', 'lapang', 'mengakomodir', 'animo', 'tumpang']",survei lapang mengakomodir animo tumpang,"['survei', 'lapangan', 'mengakomodir', 'animo', 'penumpang']","['survei', 'lapang', 'mengakomodir', 'animo', 'tumpang']"
"Terima kasih pemprov Jatim. Saya harap ditambahkan pemberhentian di mayjend sungkono (halte taman makam pahlawan) dan pasar turi, kan tidak jauh dari pintu keluar tol. Supaya dapat terintegrasi dengan suroboyo bus/semanggi, sehingga warga surabaya timur, barat dan utara dapat menjangkau, tidak harus ke bungurasih dulu. Mohon dipertimbangkan",POSITIF,47,296,10,"['terima', 'kasih', 'pemprov', 'jatim', 'saya', 'harap', 'ditambahkan', 'pemberhentian', 'di', 'mayjend', 'sungkono', 'halte', 'taman', 'makam', 'pahlawan', 'dan', 'pasar', 'turi', 'kan', 'tidak', 'jauh', 'dari', 'pintu', 'keluar', 'tol', 'supaya', 'dapat', 'terintegrasi', 'dengan', 'suroboyo', 'bussemanggi', 'sehingga', 'warga', 'surabaya', 'timur', 'barat', 'dan', 'utara', 'dapat', 'menjangkau', 'tidak', 'harus', 'ke', 'bungurasih', 'dulu', 'mohon', 'dipertimbangkan']","['terima', 'kasih', 'pemprov', 'jatim', 'saya', 'harap', 'ditambahkan', 'pemberhentian', 'di', 'mayjend', 'sungkono', 'halte', 'taman', 'makam', 'pahlawan', 'dan', 'pasar', 'turi', 'kan', 'tidak', 'jauh', 'dari', 'pintu', 'keluar', 'tol', 'supaya', 'dapat', 'terintegrasi', 'dengan', 'suroboyo', 'bussemanggi', 'sehingga', 'warga', 'surabaya', 'timur', 'barat', 'dan', 'utara', 'dapat', 'menjangkau', 'tidak', 'harus', 'ke', 'bungurasih', 'dulu', 'mohon', 'dipertimbangkan']","['terima', 'kasih', 'pemprov', 'jatim', 'saya', 'harap', 'ditambahkan', 'pemberhentian', 'di', 'mayjend', 'sungkono', 'halte', 'taman', 'makam', 'pahlawan', 'dan', 'pasar', 'turi', 'kan', 'tidak', 'jauh', 'dari', 'pintu', 'keluar', 'tol', 'supaya', 'dapat', 'terintegrasi', 'dengan', 'suroboyo', 'bussemanggi', 'sehingga', 'warga', 'surabaya', 'timur', 'barat', 'dan', 'utara', 'dapat', 'menjangkau', 'tidak', 'harus', 'ke', 'bungurasih', 'dulu', 'mohon', 'dipertimbangkan']","['terima', 'kasih', 'pemprov', 'jatim', 'harap', 'pemberhentian', 'mayjend', 'sungkono', 'halte', 'taman', 'makam', 'pahlawan', 'pasar', 'turi', 'pintu', 'tol', 'terintegrasi', 'suroboyo', 'bussemanggi', 'warga', 'surabaya', 'timur', 'barat', 'utara', 'menjangkau', 'bungurasih', 'mohon', 'dipertimbangkan']","['terima', 'kasih', 'pemprov', 'jatim', 'harap', 'henti', 'mayjend', 'sungkono', 'halte', 'taman', 'makam', 'pahlawan', 'pasar', 'turi', 'pintu', 'tol', 'integrasi', 'suroboyo', 'bussemanggi', 'warga', 'surabaya', 'timur', 'barat', 'utara', 'jangkau', 'bungurasih', 'mohon', 'timbang']",terima kasih pemprov jatim harap henti mayjend sungkono halte taman makam pahlawan pasar turi pintu tol integrasi suroboyo bussemanggi warga surabaya timur barat utara jangkau bungurasih mohon timbang,"['terima', 'kasih', 'pemprov', 'jatim', 'harap', 'pemberhentian', 'mayjend', 'sungkono', 'halte', 'taman', 'makam', 'pahlawan', 'pasar', 'turi', 'pintu', 'tol', 'terintegrasi', 'suroboyo', 'bussemanggi', 'warga', 'surabaya', 'timur', 'barat', 'utara', 'menjangkau', 'bungurasih', 'mohon', 'dipertimbangkan']","['terima', 'kasih', 'pemprov', 'jatim', 'harap', 'henti', 'mayjend', 'sungkono', 'halte', 'taman', 'makam', 'pahlawan', 'pasar', 'turi', 'pintu', 'tol', 'integrasi', 'suroboyo', 'bussemanggi', 'warga', 'surabaya', 'timur', 'barat', 'utara', 'jangkau', 'bungurasih', 'mohon', 'timbang']"
"Tolong diperbanyak pilihan pembayarannya seperti pakek etoll, qris, dll.",POSITIF,9,64,3,"['tolong', 'diperbanyak', 'pilihan', 'pembayarannya', 'seperti', 'pakek', 'etoll', 'qris', 'dll']","['tolong', 'diperbanyak', 'pilihan', 'pembayarannya', 'seperti', 'pakek', 'etoll', 'qris', 'dll']","['tolong', 'diperbanyak', 'pilihan', 'pembayarannya', 'seperti', 'pakek', 'etoll', 'qris', 'dll']","['tolong', 'diperbanyak', 'pilihan', 'pembayarannya', 'pakek', 'etoll', 'qris', 'dll']","['tolong', 'banyak', 'pilih', 'bayar', 'pakek', 'etoll', 'qris', 'dll']",tolong banyak pilih bayar pakek etoll qris dll,"['tolong', 'diperbanyak', 'pilihan', 'pembayarannya', 'pakek', 'etoll', 'qris', 'dll']","['tolong', 'banyak', 'pilih', 'bayar', 'pakek', 'etoll', 'qris', 'dll']"
KENAPA GK DARI DULU ADA GINIAN,NEGATIF,6,25,0,"['kenapa', 'gk', 'dari', 'dulu', 'ada', 'ginian']","['kenapa', 'tidak', 'dari', 'dulu', 'ada', 'ginian']","['kenapa', 'tidak', 'dari', 'dulu', 'ada', 'ginian']",['ginian'],['ginian'],ginian,['ginian'],['ginian']
Belum mencoba. Tp bakalan mencoba untuk antar ke kampus gresik. Jadi tidak perlu berangkat motoran sendiri. Semoga nyaman dan semakin bertambah. Sukses terus trans jatim,POSITIF,25,145,4,"['belum', 'mencoba', 'tp', 'bakalan', 'mencoba', 'untuk', 'antar', 'ke', 'kampus', 'gresik', 'jadi', 'tidak', 'perlu', 'berangkat', 'motoran', 'sendiri', 'semoga', 'nyaman', 'dan', 'semakin', 'bertambah', 'sukses', 'terus', 'trans', 'jatim']","['belum', 'mencoba', 'tapi', 'bakalan', 'mencoba', 'untuk', 'antar', 'ke', 'kampus', 'gresik', 'jadi', 'tidak', 'perlu', 'berangkat', 'motoran', 'sendiri', 'semoga', 'nyaman', 'dan', 'semakin', 'bertambah', 'sukses', 'terus', 'trans', 'jatim']","['belum', 'mencoba', 'tapi', 'bakalan', 'mencoba', 'untuk', 'antar', 'ke', 'kampus', 'gresik', 'jadi', 'tidak', 'perlu', 'berangkat', 'motoran', 'sendiri', 'semoga', 'nyaman', 'dan', 'semakin', 'bertambah', 'sukses', 'terus', 'trans', 'jatim']","['mencoba', 'mencoba', 'kampus', 'gresik', 'berangkat', 'motoran', 'semoga', 'nyaman', 'bertambah', 'sukses', 'trans', 'jatim']","['coba', 'coba', 'kampus', 'gresik', 'berangkat', 'motor', 'moga', 'nyaman', 'tambah', 'sukses', 'trans', 'jatim']",coba coba kampus gresik berangkat motor moga nyaman tambah sukses trans jatim,"['mencoba', 'mencoba', 'kampus', 'gresik', 'berangkat', 'motoran', 'semoga', 'nyaman', 'bertambah', 'sukses', 'trans', 'jatim']","['coba', 'coba', 'kampus', 'gresik', 'berangkat', 'motor', 'moga', 'nyaman', 'tambah', 'sukses', 'trans', 'jatim']"
Suasana nya nyaman petugasnya ramah . Anak saya yg autism merasa nyaman naik bis ini semoga kedepannya pelayaannya akan selalu lebih baik 🙏,POSITIF,23,117,1,"['suasana', 'nya', 'nyaman', 'petugasnya', 'ramah', 'anak', 'saya', 'yg', 'autism', 'merasa', 'nyaman', 'naik', 'bis', 'ini', 'semoga', 'kedepannya', 'pelayaannya', 'akan', 'selalu', 'lebih', 'baik', '🙏']","['suasana', 'nya', 'nyaman', 'petugasnya', 'ramah', 'anak', 'saya', 'yang', 'autism', 'merasa', 'nyaman', 'naik', 'bus', 'ini', 'semoga', 'kedepannya', 'pelayaannya', 'akan', 'selalu', 'lebih', 'baik', '🙏']","['suasana', 'nya', 'nyaman', 'petugasnya', 'ramah', 'anak', 'saya', 'yang', 'autism', 'merasa', 'nyaman', 'naik', 'bus', 'ini', 'semoga', 'kedepannya', 'pelayaannya', 'akan', 'selalu', 'lebih', 'baik', '🙏']","['suasana', 'nya', 'nyaman', 'petugasnya', 'ramah', 'anak', 'autism', 'nyaman', 'bus', 'semoga', 'kedepannya', 'pelayaannya', '🙏']","['suasana', 'nya', 'nyaman', 'tugas', 'ramah', 'anak', 'autism', 'nyaman', 'bus', 'moga', 'depan', 'pelayaannya', '']",suasana nya nyaman tugas ramah anak autism nyaman bus moga depan pelayaannya ,"['suasana', 'nyaman', 'petugasnya', 'ramah', 'anak', 'autism', 'nyaman', 'bus', 'semoga', 'kedepannya', 'pelayaannya', '🙏']","['suasana', 'nyaman', 'tugas', 'ramah', 'anak', 'autism', 'nyaman', 'bus', 'moga', 'depan', 'pelayaannya', '']"
Semoga semakin ramai penumpang dan mengurangi kemacetan di jalan. Kalo bisa ada untuk jurusan krian- mojosari-mojokerto,POSITIF,16,104,3,"['semoga', 'semakin', 'ramai', 'penumpang', 'dan', 'mengurangi', 'kemacetan', 'di', 'jalan', 'kalo', 'bisa', 'ada', 'untuk', 'jurusan', 'krian', 'mojosarimojokerto']","['semoga', 'semakin', 'ramai', 'penumpang', 'dan', 'mengurangi', 'kemacetan', 'di', 'jalan', 'kalo', 'bisa', 'ada', 'untuk', 'jurusan', 'krian', 'mojosarimojokerto']","['semoga', 'semakin', 'ramai', 'penumpang', 'dan', 'mengurangi', 'kemacetan', 'di', 'jalan', 'kalo', 'bisa', 'ada', 'untuk', 'jurusan', 'krian', 'mojosarimojokerto']","['semoga', 'ramai', 'penumpang', 'mengurangi', 'kemacetan', 'jalan', 'kalo', 'jurusan', 'krian', 'mojosarimojokerto']","['moga', 'ramai', 'tumpang', 'kurang', 'macet', 'jalan', 'kalo', 'jurus', 'krian', 'mojosarimojokerto']",moga ramai tumpang kurang macet jalan kalo jurus krian mojosarimojokerto,"['semoga', 'ramai', 'penumpang', 'mengurangi', 'kemacetan', 'jalan', 'kalo', 'jurusan', 'krian', 'mojosarimojokerto']","['moga', 'ramai', 'tumpang', 'kurang', 'macet', 'jalan', 'kalo', 'jurus', 'krian', 'mojosarimojokerto']"
Pinter bener,POSITIF,2,11,0,"['pinter', 'bener']","['pinter', 'bener']","['pinter', 'bener']","['pinter', 'bener']","['pinter', 'bener']",pinter bener,"['pinter', 'bener']","['pinter', 'bener']"
Bus nya bagus pelayanan oke supir ramah tapi sayang saat di pemberhentian terakhir kurang terkoordinir.. Penumpang seperti diterlantarkan harus menunggu 3 sampek jam untuk jalan balik.... Gimana penanggung jawabnya ini,POSITIF,30,189,6,"['bus', 'nya', 'bagus', 'pelayanan', 'oke', 'supir', 'ramah', 'tapi', 'sayang', 'saat', 'di', 'pemberhentian', 'terakhir', 'kurang', 'terkoordinir', 'penumpang', 'seperti', 'diterlantarkan', 'harus', 'menunggu', 'sampek', 'jam', 'untuk', 'jalan', 'balik', 'gimana', 'penanggung', 'jawabnya', 'ini']","['bus', 'nya', 'bagus', 'pelayanan', 'baik', 'supir', 'ramah', 'tapi', 'sayang', 'saat', 'di', 'pemberhentian', 'terakhir', 'kurang', 'terkoordinir', 'penumpang', 'seperti', 'diterlantarkan', 'harus', 'menunggu', 'sampek', 'jam', 'untuk', 'jalan', 'balik', 'bagaimana', 'penanggung', 'jawabnya', 'ini']","['bus', 'nya', 'bagus', 'pelayanan', 'baik', 'supir', 'ramah', 'tapi', 'sayang', 'saat', 'di', 'pemberhentian', 'terakhir', 'kurang', 'terkoordinir', 'penumpang', 'seperti', 'diterlantarkan', 'harus', 'menunggu', 'sampek', 'jam', 'untuk', 'jalan', 'balik', 'bagaimana', 'penanggung', 'jawabnya', 'ini']","['bus', 'nya', 'bagus', 'pelayanan', 'supir', 'ramah', 'sayang', 'pemberhentian', 'terkoordinir', 'penumpang', 'diterlantarkan', 'menunggu', 'sampek', 'jam', 'jalan', 'penanggung']","['bus', 'nya', 'bagus', 'layan', 'supir', 'ramah', 'sayang', 'henti', 'terkoordinir', 'tumpang', 'lantar', 'tunggu', 'sampek', 'jam', 'jalan', 'tanggung']",bus nya bagus layan supir ramah sayang henti terkoordinir tumpang lantar tunggu sampek jam jalan tanggung,"['bus', 'bagus', 'pelayanan', 'supir', 'ramah', 'sayang', 'pemberhentian', 'terkoordinir', 'penumpang', 'diterlantarkan', 'menunggu', 'sampek', 'jam', 'jalan', 'penanggung']","['bus', 'bagus', 'layan', 'supir', 'ramah', 'sayang', 'henti', 'terkoordinir', 'tumpang', 'lantar', 'tunggu', 'sampek', 'jam', 'jalan', 'tanggung']"
"Khusus sabtu minggu tolong berangkat dari terminal posisi bus kosong, karena disetiap halte rata2 ada yang naik, kasihan kalau berdiri, apalagi bawa anak kecil. Terimakasih",POSITIF,25,148,4,"['khusus', 'sabtu', 'minggu', 'tolong', 'berangkat', 'dari', 'terminal', 'posisi', 'bus', 'kosong', 'karena', 'disetiap', 'halte', 'rata', 'ada', 'yang', 'naik', 'kasihan', 'kalau', 'berdiri', 'apalagi', 'bawa', 'anak', 'kecil', 'terimakasih']","['khusus', 'sabtu', 'minggu', 'tolong', 'berangkat', 'dari', 'terminal', 'posisi', 'bus', 'kosong', 'karena', 'disetiap', 'halte', 'rata', 'ada', 'yang', 'naik', 'kasihanlah', 'kalau', 'berdiri', 'apalagi', 'bawa', 'anak', 'kecil', 'terimakasih']","['khusus', 'sabtu', 'minggu', 'tolong', 'berangkat', 'dari', 'terminal', 'posisi', 'bus', 'kosong', 'karena', 'disetiap', 'halte', 'rata', 'ada', 'yang', 'naik', 'kasihanlah', 'kalau', 'berdiri', 'apalagi', 'bawa', 'anak', 'kecil', 'terimakasih']","['khusus', 'sabtu', 'minggu', 'tolong', 'berangkat', 'terminal', 'posisi', 'bus', 'kosong', 'disetiap', 'halte', 'kasihanlah', 'berdiri', 'bawa', 'anak', 'terimakasih']","['khusus', 'sabtu', 'minggu', 'tolong', 'berangkat', 'terminal', 'posisi', 'bus', 'kosong', 'tiap', 'halte', 'kasihan', 'diri', 'bawa', 'anak', 'terimakasih']",khusus sabtu minggu tolong berangkat terminal posisi bus kosong tiap halte kasihan diri bawa anak terimakasih,"['khusus', 'sabtu', 'minggu', 'tolong', 'berangkat', 'terminal', 'posisi', 'bus', 'kosong', 'disetiap', 'halte', 'kasihanlah', 'berdiri', 'bawa', 'anak', 'terimakasih']","['khusus', 'sabtu', 'minggu', 'tolong', 'berangkat', 'terminal', 'posisi', 'bus', 'kosong', 'tiap', 'halte', 'kasihan', 'diri', 'bawa', 'anak', 'terimakasih']"
"Aplikasi ok bisa tracking bis cuma kalau dibikin tempat pembayaran kurang karena jelas kalah Ama uang elektronik lain kecuali ada bonusnya seperti diskon atau yang lain, trus logo APKnya kalau bisa di perbarui kayak bis GENTAYANGAN menghantui hp saya",NEGATIF,39,212,1,"['aplikasi', 'ok', 'bisa', 'tracking', 'bis', 'cuma', 'kalau', 'dibikin', 'tempat', 'pembayaran', 'kurang', 'karena', 'jelas', 'kalah', 'ama', 'uang', 'elektronik', 'lain', 'kecuali', 'ada', 'bonusnya', 'seperti', 'diskon', 'atau', 'yang', 'lain', 'trus', 'logo', 'apknya', 'kalau', 'bisa', 'di', 'perbarui', 'kayak', 'bis', 'gentayangan', 'menghantui', 'hp', 'saya']","['aplikasi', 'ok', 'bisa', 'tracking', 'bus', 'hanya', 'kalau', 'dibikin', 'tempat', 'pembayaran', 'kurang', 'karena', 'jelas', 'kalah', 'ama', 'uang', 'elektronik', 'lain', 'kecuali', 'ada', 'bonusnya', 'seperti', 'diskon', 'atau', 'yang', 'lain', 'terus', 'logo', 'apknya', 'kalau', 'bisa', 'di', 'perbarui', 'kayak', 'bus', 'gentayangan', 'menghantui', 'hp', 'saya']","['aplikasi', 'ok', 'bisa', 'tracking', 'bus', 'hanya', 'kalau', 'dibikin', 'tempat', 'pembayaran', 'kurang', 'karena', 'jelas', 'kalah', 'ama', 'uang', 'elektronik', 'lain', 'kecuali', 'ada', 'bonusnya', 'seperti', 'diskon', 'atau', 'yang', 'lain', 'terus', 'logo', 'apknya', 'kalau', 'bisa', 'di', 'perbarui', 'kayak', 'bus', 'gentayangan', 'menghantui', 'hp', 'saya']","['aplikasi', 'ok', 'tracking', 'bus', 'dibikin', 'pembayaran', 'kalah', 'ama', 'uang', 'elektronik', 'kecuali', 'bonusnya', 'diskon', 'logo', 'apknya', 'perbarui', 'kayak', 'bus', 'gentayangan', 'menghantui', 'hp']","['aplikasi', 'ok', 'tracking', 'bus', 'bikin', 'bayar', 'kalah', 'ama', 'uang', 'elektronik', 'kecuali', 'bonus', 'diskon', 'logo', 'apknya', 'baru', 'kayak', 'bus', 'gentayang', 'hantu', 'hp']",aplikasi ok tracking bus bikin bayar kalah ama uang elektronik kecuali bonus diskon logo apknya baru kayak bus gentayang hantu hp,"['aplikasi', 'ok', 'tracking', 'bus', 'dibikin', 'pembayaran', 'kalah', 'ama', 'uang', 'elektronik', 'kecuali', 'bonusnya', 'diskon', 'logo', 'apknya', 'perbarui', 'kayak', 'bus', 'gentayangan', 'menghantui', 'hp']","['aplikasi', 'ok', 'tracking', 'bus', 'bikin', 'bayar', 'kalah', 'ama', 'uang', 'elektronik', 'kecuali', 'bonus', 'diskon', 'logo', 'apknya', 'baru', 'kayak', 'bus', 'gentayang', 'hantu', 'hp']"
Alhamdulillah sip..gak macet lagi tp ya berangkat tetep pagii,POSITIF,9,53,2,"['alhamdulillah', 'sipgak', 'macet', 'lagi', 'tp', 'ya', 'berangkat', 'tetep', 'pagii']","['alhamdulillah', 'sipgak', 'macet', 'lagi', 'tapi', 'iya', 'berangkat', 'tetep', 'pagii']","['alhamdulillah', 'sipgak', 'macet', 'lagi', 'tapi', 'iya', 'berangkat', 'tetep', 'pagii']","['alhamdulillah', 'sipgak', 'macet', 'iya', 'berangkat', 'tetep', 'pagii']","['alhamdulillah', 'sipgak', 'macet', 'iya', 'berangkat', 'tetep', 'pagi']",alhamdulillah sipgak macet iya berangkat tetep pagi,"['alhamdulillah', 'sipgak', 'macet', 'iya', 'berangkat', 'tetep', 'pagii']","['alhamdulillah', 'sipgak', 'macet', 'iya', 'berangkat', 'tetep', 'pagi']"
Kalau bisa metode pembayaran ditambah lagi,NEGATIF,6,37,0,"['kalau', 'bisa', 'metode', 'pembayaran', 'ditambah', 'lagi']","['kalau', 'bisa', 'metode', 'pembayaran', 'ditambah', 'lagi']","['kalau', 'bisa', 'metode', 'pembayaran', 'ditambah', 'lagi']","['metode', 'pembayaran', 'ditambah']","['metode', 'bayar', 'tambah']",metode bayar tambah,"['metode', 'pembayaran', 'ditambah']","['metode', 'bayar', 'tambah']"
kalau ada bintang 10 saya kasihkan semua. siip josss sangat membantu warga..mengurai kemacetan tujuan utamanya.. murah.. ramah lingkungan.. apl nya josss.. ada update lokasi terkini real time via google maps.. Ini solusi hebat dalam transportasi.. moga2 bisa di tiru di kota2 lainnya yang rawan macet... Tetap Semangat...,POSITIF,47,275,21,"['kalau', 'ada', 'bintang', 'saya', 'kasihkan', 'semua', 'siip', 'josss', 'sangat', 'membantu', 'wargamengurai', 'kemacetan', 'tujuan', 'utamanya', 'murah', 'ramah', 'lingkungan', 'apl', 'nya', 'josss', 'ada', 'update', 'lokasi', 'terkini', 'real', 'time', 'via', 'google', 'maps', 'ini', 'solusi', 'hebat', 'dalam', 'transportasi', 'moga', 'bisa', 'di', 'tiru', 'di', 'kota', 'lainnya', 'yang', 'rawan', 'macet', 'tetap', 'semangat']","['kalau', 'ada', 'bintang', 'saya', 'kasihkan', 'semua', 'siip', 'josss', 'sangat', 'membantu', 'wargamengurai', 'kemacetan', 'tujuan', 'utamanya', 'murah', 'ramah', 'lingkungan', 'apl', 'nya', 'josss', 'ada', 'update', 'lokasi', 'terkini', 'real', 'time', 'via', 'google', 'maps', 'ini', 'solusi', 'hebat', 'dalam', 'transportasi', 'moga', 'bisa', 'di', 'tiru', 'di', 'kota', 'lainnya', 'yang', 'rawan', 'macet', 'tetap', 'semangat']","['kalau', 'ada', 'bintang', 'saya', 'kasihkan', 'semua', 'siip', 'josss', 'sangat', 'membantu', 'wargamengurai', 'kemacetan', 'tujuan', 'utamanya', 'murah', 'ramah', 'lingkungan', 'apl', 'nya', 'josss', 'ada', 'update', 'lokasi', 'terkini', 'real', 'time', 'via', 'google', 'maps', 'ini', 'solusi', 'hebat', 'dalam', 'transportasi', 'moga', 'bisa', 'di', 'tiru', 'di', 'kota', 'lainnya', 'yang', 'rawan', 'macet', 'tetap', 'semangat']","['bintang', 'kasihkan', 'siip', 'josss', 'membantu', 'wargamengurai', 'kemacetan', 'tujuan', 'utamanya', 'murah', 'ramah', 'lingkungan', 'apl', 'nya', 'josss', 'update', 'lokasi', 'terkini', 'real', 'time', 'via', 'google', 'maps', 'solusi', 'hebat', 'transportasi', 'moga', 'tiru', 'kota', 'rawan', 'macet', 'semangat']","['bintang', 'kasih', 'siip', 'josss', 'bantu', 'wargamengurai', 'macet', 'tuju', 'utama', 'murah', 'ramah', 'lingkung', 'apl', 'nya', 'josss', 'update', 'lokasi', 'kini', 'real', 'time', 'via', 'google', 'maps', 'solusi', 'hebat', 'transportasi', 'moga', 'tiru', 'kota', 'rawan', 'macet', 'semangat']",bintang kasih siip josss bantu wargamengurai macet tuju utama murah ramah lingkung apl nya josss update lokasi kini real time via google maps solusi hebat transportasi moga tiru kota rawan macet semangat,"['bintang', 'kasihkan', 'siip', 'josss', 'membantu', 'wargamengurai', 'kemacetan', 'tujuan', 'utamanya', 'murah', 'ramah', 'lingkungan', 'apl', 'josss', 'update', 'lokasi', 'terkini', 'real', 'time', 'via', 'google', 'maps', 'solusi', 'hebat', 'transportasi', 'moga', 'tiru', 'kota', 'rawan', 'macet', 'semangat']","['bintang', 'kasih', 'siip', 'josss', 'bantu', 'wargamengurai', 'macet', 'tuju', 'utama', 'murah', 'ramah', 'lingkung', 'apl', 'josss', 'update', 'lokasi', 'kini', 'real', 'time', 'via', 'google', 'maps', 'solusi', 'hebat', 'transportasi', 'moga', 'tiru', 'kota', 'rawan', 'macet', 'semangat']"
Program ini sangat bermanfaat bagi masyarakat ,POSITIF,6,40,0,"['program', 'ini', 'sangat', 'bermanfaat', 'bagi', 'masyarakat']","['program', 'ini', 'sangat', 'bermanfaat', 'bagi', 'masyarakat']","['program', 'ini', 'sangat', 'bermanfaat', 'bagi', 'masyarakat']","['program', 'bermanfaat', 'masyarakat']","['program', 'manfaat', 'masyarakat']",program manfaat masyarakat,"['program', 'bermanfaat', 'masyarakat']","['program', 'manfaat', 'masyarakat']"
Coba tulis semua Alamat halte biar semua tau.... turun di mana naik di mana.,POSITIF,14,63,5,"['coba', 'tulis', 'semua', 'alamat', 'halte', 'biar', 'semua', 'tau', 'turun', 'di', 'mana', 'naik', 'di', 'mana']","['coba', 'tulis', 'semua', 'alamat', 'halte', 'biar', 'semua', 'tau', 'turun', 'di', 'mana', 'naik', 'di', 'mana']","['coba', 'tulis', 'semua', 'alamat', 'halte', 'biar', 'semua', 'tau', 'turun', 'di', 'mana', 'naik', 'di', 'mana']","['coba', 'tulis', 'alamat', 'halte', 'biar', 'tau', 'turun']","['coba', 'tulis', 'alamat', 'halte', 'biar', 'tau', 'turun']",coba tulis alamat halte biar tau turun,"['coba', 'tulis', 'alamat', 'halte', 'biar', 'tau', 'turun']","['coba', 'tulis', 'alamat', 'halte', 'biar', 'tau', 'turun']"
